word,aspect,head_word,head_word_tag_new,lematized_words,ner,next_words,ortho_features,pos_tag,post_word_tag,pre_word_tag,prev_words,stopword,token_freq,word_len
negligible,0,0,,negligible,0,concern,0,JJ,NN,DT,a,0,1,1
concern,0,1,NN,concern,0,,0,NN,,JJ,negligible,0,1,1
It,0,0,,It,0,rarely,1,PRP,RB,,,0,1,0
rarely,0,0,,rarely,0,works,0,RB,VBZ,PRP,It,0,1,1
works,1,0,,work,0,and,0,VBZ,CC,RB,rarely,0,1,1
and,0,0,,and,0,when,0,CC,WRB,VBZ,works,1,1,0
when,0,0,,when,0,it,0,WRB,PRP,CC,and,1,1,1
it,0,1,PRP,it,0,does,0,PRP,VBZ,WRB,when,1,3,0
does,0,0,,do,0,it,0,VBZ,PRP,PRP,it,1,1,1
it,0,1,PRP,it,0,has,0,PRP,VBZ,VBZ,does,1,3,0
has,0,0,,have,0,it,0,VBZ,PRP,PRP,it,1,1,0
it,0,1,PRP,it,0,is,0,PRP,VBZ,VBZ,has,1,3,0
is,0,0,,be,0,incredibly,0,VBZ,RB,PRP,it,1,1,0
incredibly,0,0,,incredibly,0,slow,0,RB,JJ,VBZ,is,0,1,1
slow,0,0,,slow,0,,0,JJ,,RB,incredibly,0,1,1
